producer_id,season,reporting_month,state,county,usda_farm_resource_region,usda_region_code,fsa_state_office,fsa_county_office,farm_latitude,farm_longitude,producer_type,farm_size_acres,primary_crop,secondary_crop,insured_acres,irrigated_flag,historical_program_participation_flag,underserved_producer_flag,new_producer_flag,historical_yield_value,historical_yield_unit,three_year_avg_yield,yield_volatility_index,last_season_loss_flag,crop_diversity_score,seasonal_rainfall_inches,rainfall_deviation_pct,avg_temperature_f,heat_stress_days,drought_index,flood_risk_index,storm_exposure_flag,soil_type,soil_ph,soil_moisture_index,soil_organic_matter_pct,erosion_risk_index,land_productivity_index,ndvi,ndvi_missing_flag,ndvi_change,crop_health_index,satellite_stress_flag,pest_pressure_flag,disease_pressure_flag,seed_delivery_delay_days,fertilizer_delivery_delay_days,distance_to_input_depot_miles,extension_visit_count,last_extension_visit_days_ago,planting_delay_days,input_credit_amount_usd,repayment_rate,prior_default_flag,loan_distress_flag,current_balance_usd,days_past_due,financial_stress_index,low_input_flag,delayed_planting_flag,drought_stress_flag,crop_health_stress_flag,repayment_stress_flag,logistics_stress_flag,support_gap_flag,priority_signal_count,yield_risk_score,repayment_risk_score,intervention_urgency_score,yield_risk_band,repayment_risk_band,intervention_urgency_band,intervention_priority_tier,recommended_action,approval_required,explanation_summary,action_rationale
US001572,2024-25,2025-02,NJ,Gloucester,Northern Crescent,R02,NJ FSA State Office,Gloucester County FSA Office,39.2534,-74.5146,individual,203.9,wheat,,178.3,0,1,1,0,52.96,bu/acre,58.03,0.387,0,0.51,33.1,13.3,63.9,4,0.395,0.413,0,organic,6.43,0.686,2.77,0.45,0.789,0.661,0,0.05,0.646,1,0,1,10,2,31.1,2,48,6,7475.11,0.898,0,0,3293.08,11,0.073,1,0,0,1,0,1,0,3,0.441,0.358,0.313,medium,medium,low,routine_monitoring,pest_control_visit,0,Main drivers: crop health stress; low input access; logistics stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US001573,2024-25,2025-03,NH,Merrimack,Northern Crescent,R02,NH FSA State Office,Merrimack County FSA Office,43.8017,-71.8653,individual,137.9,corn,,82.4,0,0,0,0,182.14,bu/acre,187.28,0.298,0,0.67,35.7,-0.5,65.6,3,0.229,0.135,1,sandy clay,7.07,0.603,1.93,0.397,0.591,0.766,0,0.14,0.777,0,0,0,6,1,25.3,1,23,4,6281.67,0.797,0,0,5308.92,17,0.137,0,0,0,0,0,0,0,0,0.17,0.26,0.156,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001574,2024-25,2024-11,MA,Franklin,Northern Crescent,R02,MA FSA State Office,Franklin County FSA Office,41.9485,-71.6041,individual,120.4,dairy_feed,,76.9,0,0,0,0,131.9,bu/acre,139.66,0.519,0,0.46,28.5,-12.2,65.2,0,0.463,0.266,0,silt loam,6.18,0.594,2.81,0.181,0.469,0.712,0,0.17,0.737,0,0,0,1,5,31.3,1,65,12,4254.66,0.68,0,0,2437.25,32,0.222,0,1,0,0,1,0,0,2,0.43,0.351,0.24,medium,medium,low,routine_monitoring,monitor_only,0,Main drivers: delayed planting; repayment stress.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001575,2024-25,2025-03,DE,Kent,Northern Crescent,R02,DE FSA State Office,Kent County FSA Office,40.0574,-75.0353,corporation,222.6,soybeans,,152.1,1,0,0,0,47.95,bu/acre,46.97,0.139,0,0.44,29.9,-5.9,63.8,4,0.242,0.11,0,loam,5.24,0.731,3.29,0.213,0.763,0.743,0,0.09,0.78,1,0,0,3,3,9.6,2,33,22,12248.94,0.228,1,1,5703.03,75,0.712,0,1,0,1,1,0,0,3,0.432,0.736,0.437,medium,high,medium,active_monitoring,repayment_followup,0,Main drivers: delayed planting; crop health stress; repayment stress.,"Repayment stress is elevated due to weak repayment performance, prior default exposure, overdue balances, or financial distress."
US001576,2024-25,2025-03,RI,Washington,Northern Crescent,R02,RI FSA State Office,Washington County FSA Office,41.4187,-71.1508,family_farm,44.9,soybeans,,29.3,0,0,0,0,54.83,bu/acre,56.86,0.457,1,0.4,30.0,9.8,58.8,0,0.297,0.091,0,sandy loam,5.73,0.627,2.98,0.31,0.712,,1,0.08,0.244,1,0,0,0,5,28.3,2,82,8,2073.13,0.806,0,0,1537.44,33,0.154,0,0,0,1,1,0,0,2,0.32,0.306,0.227,low,low,low,routine_monitoring,monitor_only,0,Main drivers: crop health stress; repayment stress.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001577,2024-25,2024-10,NH,Hillsborough,Northern Crescent,R02,NH FSA State Office,Hillsborough County FSA Office,43.619,-71.6435,family_farm,154.3,hay,wheat,88.5,0,1,0,0,3.54,tons/acre,3.73,0.289,0,0.51,37.5,-11.1,62.5,13,0.434,0.498,0,sandy clay,6.74,0.481,2.58,0.41,0.823,0.658,0,-0.02,0.683,0,0,0,3,7,48.0,2,63,16,8136.82,0.781,0,0,3142.2,6,0.13,0,1,0,0,0,0,0,1,0.342,0.178,0.211,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: delayed planting.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001578,2024-25,2025-02,MI,Kalamazoo,Northern Crescent,R02,MI FSA State Office,Kalamazoo County FSA Office,44.7344,-85.1121,corporation,541.8,dairy_feed,,394.7,0,1,0,1,133.34,bu/acre,138.9,0.387,0,0.18,28.6,0.5,62.0,12,0.333,0.301,1,clay,5.81,0.59,1.39,0.353,0.494,0.614,0,-0.08,0.668,0,0,0,3,7,18.1,3,11,7,28851.55,0.814,0,0,20649.42,27,0.145,0,0,0,0,0,0,0,0,0.297,0.177,0.162,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001579,2024-25,2024-11,MN,Olmsted,Northern Crescent,R02,MN FSA State Office,Olmsted County FSA Office,46.4316,-94.2664,family_farm,161.1,dairy_feed,wheat,83.7,0,1,0,0,149.81,bu/acre,154.72,0.227,0,0.69,36.1,10.8,61.7,9,0.265,0.145,0,sandy clay,6.25,0.448,3.77,0.354,0.528,0.659,0,0.15,0.679,0,0,0,2,2,39.8,3,3,0,5920.96,0.723,0,0,2891.74,9,0.166,0,0,0,0,0,0,0,0,0.226,0.259,0.178,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001580,2024-25,2025-01,MD,Wicomico,Northern Crescent,R02,MD FSA State Office,Wicomico County FSA Office,38.8489,-77.2449,individual,66.4,soybeans,hay,32.2,0,1,1,0,44.96,bu/acre,49.57,0.187,0,0.44,38.1,6.9,63.2,8,0.441,0.486,1,clay,6.57,0.442,2.78,0.088,0.653,0.551,0,-0.16,0.532,0,0,1,4,6,3.0,3,30,7,3113.37,0.861,0,0,2616.69,20,0.105,0,0,0,1,0,0,0,1,0.427,0.195,0.254,medium,low,low,routine_monitoring,pest_control_visit,0,Main drivers: crop health stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US001581,2024-25,2024-12,ME,York,Northern Crescent,R02,ME FSA State Office,York County FSA Office,44.7934,-68.6072,corporation,193.1,dairy_feed,,121.2,1,1,0,0,145.8,bu/acre,145.77,0.365,0,0.36,27.9,-6.9,63.3,10,0.415,0.233,0,silt loam,7.28,0.763,3.13,0.067,0.672,0.724,0,0.06,0.771,0,0,0,0,1,4.8,1,13,12,12466.92,0.65,0,0,5274.36,23,0.226,0,1,0,0,0,0,0,1,0.451,0.221,0.26,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: delayed planting.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001582,2024-25,2024-10,MN,Stearns,Northern Crescent,R02,MN FSA State Office,Stearns County FSA Office,46.5766,-93.6062,family_farm,195.1,wheat,,156.3,0,0,0,0,48.77,bu/acre,55.92,0.593,0,0.38,42.8,-35.0,64.7,1,0.649,0.059,0,clay,5.93,0.5,3.41,0.375,0.818,0.498,0,-0.08,0.493,1,1,0,7,6,25.7,1,12,21,10209.08,0.491,0,0,9707.0,38,0.336,0,1,1,1,1,0,0,4,0.575,0.299,0.33,medium,low,low,routine_monitoring,planting_support,1,Main drivers: drought stress; delayed planting; crop health stress; repayment stress.,Combined drought pressure and delayed planting suggest direct planting support is the most useful intervention.
US001583,2024-25,2025-02,PA,Centre,Northern Crescent,R02,PA FSA State Office,Centre County FSA Office,40.5719,-77.1976,corporation,347.4,vegetables,,334.7,0,1,0,0,269.3,cwt/acre,273.31,0.389,0,0.41,34.3,15.5,63.3,7,0.122,0.366,0,silt loam,6.4,0.806,3.96,0.604,0.705,0.633,0,0.05,0.714,0,0,0,2,4,41.8,2,38,5,41189.23,0.781,0,0,23488.81,16,0.148,0,0,0,0,0,0,0,0,0.236,0.285,0.225,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001584,2024-25,2024-10,PA,Lancaster,Northern Crescent,R02,PA FSA State Office,Lancaster County FSA Office,40.1489,-78.1277,family_farm,227.9,hay,soybeans,137.5,0,1,0,0,3.0,tons/acre,3.18,0.31,0,0.51,42.3,-11.3,64.3,8,0.451,0.051,0,sandy clay,6.59,0.477,3.96,0.524,0.551,0.549,0,0.02,0.605,0,0,0,6,2,33.4,2,77,7,8862.68,0.879,0,0,4421.88,0,0.067,0,0,0,0,0,0,0,0,0.387,0.264,0.266,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001585,2024-25,2024-12,VT,Washington,Northern Crescent,R02,VT FSA State Office,Washington County FSA Office,44.4936,-72.8565,family_farm,198.7,dairy_feed,vegetables,193.3,0,1,1,0,165.24,bu/acre,170.49,0.208,0,0.41,31.1,-1.3,60.1,7,0.257,0.297,0,silt loam,6.25,0.689,3.25,0.489,0.574,0.805,0,0.08,0.817,0,0,0,2,0,21.3,2,27,9,7257.49,0.931,0,0,6535.06,12,0.056,0,0,0,0,0,0,0,0,0.243,0.17,0.161,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001586,2024-25,2024-11,VT,Orange,Northern Crescent,R02,VT FSA State Office,Orange County FSA Office,44.0568,-72.941,individual,72.6,hay,,58.4,0,0,1,0,2.98,tons/acre,3.24,0.314,1,0.39,35.0,9.7,64.6,23,0.243,0.331,0,silt loam,6.54,0.535,3.5,0.431,0.643,0.546,0,-0.04,0.533,0,1,0,0,2,20.1,0,49,8,2760.09,0.725,0,0,1447.44,0,0.151,0,0,0,1,0,0,1,2,0.415,0.275,0.421,medium,low,medium,active_monitoring,pest_control_visit,0,Main drivers: crop health stress; limited support coverage.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US001587,2024-25,2025-01,DE,New Castle,Northern Crescent,R02,DE FSA State Office,New Castle County FSA Office,39.252,-75.7413,individual,225.1,dairy_feed,,129.2,1,0,1,0,132.49,bu/acre,130.23,0.442,0,0.38,33.0,21.3,57.6,8,0.272,0.533,0,loam,6.84,0.535,3.29,0.491,0.508,0.655,0,-0.08,0.688,0,0,0,3,4,38.9,1,3,0,10210.19,0.645,0,0,7416.53,18,0.222,0,0,0,0,0,0,0,0,0.305,0.17,0.203,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001588,2024-25,2025-02,CT,Hartford,Northern Crescent,R02,CT FSA State Office,Hartford County FSA Office,42.5076,-72.1912,individual,176.8,corn,,164.9,1,1,0,0,159.22,bu/acre,153.98,0.277,0,0.41,42.8,1.8,70.0,8,0.133,0.541,1,sandy clay,5.92,0.736,3.66,0.483,0.591,0.838,0,0.25,0.847,0,0,0,0,7,32.5,2,47,2,8791.88,0.902,0,0,8364.43,0,0.056,0,0,0,0,0,0,0,0,0.178,0.24,0.137,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001589,2024-25,2025-03,DE,Sussex,Northern Crescent,R02,DE FSA State Office,Sussex County FSA Office,39.3619,-75.4781,individual,323.1,soybeans,corn,192.0,1,1,0,0,46.64,bu/acre,50.29,0.373,0,0.57,34.5,1.9,61.1,0,0.271,0.033,0,silt loam,6.98,0.543,3.21,0.142,0.558,0.669,0,0.08,0.55,1,1,1,4,3,19.7,2,63,13,14405.89,0.804,0,0,15043.83,2,0.114,0,1,0,1,0,0,0,2,0.514,0.181,0.245,medium,low,low,routine_monitoring,pest_control_visit,0,Main drivers: delayed planting; crop health stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US001590,2024-25,2025-01,MN,Stearns,Northern Crescent,R02,MN FSA State Office,Stearns County FSA Office,46.0,-94.6712,individual,140.1,dairy_feed,,91.4,0,1,0,0,148.36,bu/acre,152.83,0.05,0,0.46,35.7,5.1,64.3,7,0.244,0.405,0,sandy loam,6.35,0.561,2.85,0.308,0.488,0.564,0,-0.17,0.629,0,0,0,1,4,41.8,3,25,7,6073.59,0.879,0,0,3718.61,11,0.083,0,0,0,1,0,0,0,1,0.324,0.313,0.221,low,low,low,routine_monitoring,monitor_only,0,Main drivers: crop health stress.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001591,2024-25,2025-01,VT,Addison,Northern Crescent,R02,VT FSA State Office,Addison County FSA Office,44.8975,-72.2815,individual,190.8,dairy_feed,corn,135.3,0,1,0,1,118.01,bu/acre,125.4,0.394,1,0.56,27.6,-8.2,73.6,14,0.491,0.014,0,organic,5.77,0.528,2.6,0.19,0.782,0.464,0,-0.17,0.554,1,0,0,1,4,10.7,3,58,3,8876.6,0.744,0,0,3617.31,22,0.172,0,0,0,1,0,0,0,1,0.471,0.207,0.227,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: crop health stress.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001592,2024-25,2025-01,WI,Fond du Lac,Northern Crescent,R02,WI FSA State Office,Fond du Lac County FSA Office,44.3704,-89.7415,family_farm,167.7,vegetables,,89.6,0,1,0,1,303.52,cwt/acre,312.86,0.442,0,0.37,34.1,5.2,53.7,12,0.249,0.249,0,loam,7.31,0.684,4.03,0.174,0.556,,1,-0.07,0.253,0,0,0,5,2,61.2,0,103,4,19964.93,0.679,0,0,10601.32,45,0.243,0,0,0,0,1,0,1,2,0.196,0.511,0.342,low,medium,medium,active_monitoring,extension_officer_dispatch,0,Main drivers: repayment stress; limited support coverage.,"Farmer risk is elevated and support coverage appears limited, so extension dispatch is recommended."
US001593,2024-25,2025-03,VT,Franklin,Northern Crescent,R02,VT FSA State Office,Franklin County FSA Office,43.879,-72.5069,individual,233.8,soybeans,,196.2,0,1,0,0,46.99,bu/acre,47.96,0.218,0,0.27,40.6,6.2,66.6,10,0.167,0.324,0,silt loam,7.02,0.546,2.92,0.065,0.58,0.912,0,0.25,0.87,0,0,0,2,3,23.3,2,22,17,10697.26,0.731,0,0,6066.22,18,0.175,0,1,0,0,0,0,0,1,0.398,0.188,0.212,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: delayed planting.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001594,2024-25,2025-03,VT,Franklin,Northern Crescent,R02,VT FSA State Office,Franklin County FSA Office,43.7675,-72.4266,family_farm,183.8,hay,,119.0,0,1,0,0,3.16,tons/acre,3.47,0.392,0,0.37,28.2,0.8,60.9,12,0.342,0.507,1,silt loam,5.81,0.664,4.55,0.258,0.567,0.501,0,-0.01,0.52,1,1,0,4,9,26.6,2,23,11,10458.7,0.783,0,0,4683.14,31,0.164,1,1,0,1,1,1,0,5,0.612,0.49,0.547,medium,medium,medium,active_monitoring,pest_control_visit,0,Main drivers: delayed planting; crop health stress; low input access; repayment stress; logistics stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US001595,2024-25,2025-03,ME,Kennebec,Northern Crescent,R02,ME FSA State Office,Kennebec County FSA Office,45.0845,-69.7134,individual,465.6,soybeans,hay,331.7,0,1,0,0,42.31,bu/acre,45.14,0.384,0,0.34,36.7,17.7,63.7,23,0.523,0.101,0,sandy loam,5.77,0.532,3.21,0.244,0.787,0.511,0,-0.14,0.587,1,0,0,3,3,35.5,2,41,6,11043.41,0.891,0,0,9217.26,8,0.073,1,0,0,1,0,0,0,2,0.45,0.055,0.18,medium,low,low,routine_monitoring,targeted_input_topup,1,Main drivers: crop health stress; low input access.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US001596,2024-25,2025-02,CT,New Haven,Northern Crescent,R02,CT FSA State Office,New Haven County FSA Office,41.4337,-73.8895,individual,500.1,vegetables,hay,406.8,0,1,0,0,211.37,cwt/acre,247.06,0.236,0,0.59,33.7,28.1,61.1,11,0.454,0.1,0,silt loam,6.62,0.748,3.45,0.159,0.609,0.553,0,-0.05,0.499,1,1,1,3,2,38.5,2,3,5,56792.15,0.936,0,0,23413.89,0,0.04,0,0,0,1,0,0,0,1,0.395,0.185,0.272,medium,low,low,routine_monitoring,pest_control_visit,0,Main drivers: crop health stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US001597,2024-25,2024-12,CT,New Haven,Northern Crescent,R02,CT FSA State Office,New Haven County FSA Office,42.3105,-74.0786,individual,338.4,corn,,243.4,0,1,0,0,143.31,bu/acre,149.6,0.295,0,0.3,26.3,12.9,59.8,14,0.351,0.141,0,sandy loam,7.02,0.505,2.64,0.293,0.555,0.694,0,-0.01,0.712,1,0,0,0,2,23.2,0,46,12,13360.32,0.866,0,0,7889.56,0,0.075,0,1,0,1,0,0,1,3,0.542,0.356,0.491,medium,medium,medium,active_monitoring,extension_officer_dispatch,0,Main drivers: delayed planting; crop health stress; limited support coverage.,"Farmer risk is elevated and support coverage appears limited, so extension dispatch is recommended."
US001598,2024-25,2025-01,VT,Orange,Northern Crescent,R02,VT FSA State Office,Orange County FSA Office,43.8052,-73.1652,individual,181.4,soybeans,,88.6,0,1,0,0,53.01,bu/acre,56.03,0.546,0,0.34,46.5,2.5,65.1,10,0.45,0.12,0,silt loam,6.34,0.502,3.42,0.119,0.662,0.649,0,-0.04,0.679,0,0,0,1,8,26.9,0,12,11,10185.6,0.774,0,0,7968.6,33,0.172,0,1,0,0,1,0,1,3,0.435,0.303,0.411,medium,low,medium,active_monitoring,extension_officer_dispatch,0,Main drivers: delayed planting; repayment stress; limited support coverage.,"Farmer risk is elevated and support coverage appears limited, so extension dispatch is recommended."
US001599,2024-25,2025-03,WI,Fond du Lac,Northern Crescent,R02,WI FSA State Office,Fond du Lac County FSA Office,46.0688,-89.7627,individual,179.9,vegetables,hay,104.8,0,1,0,0,286.77,cwt/acre,299.33,0.423,0,0.33,34.8,15.0,61.8,8,0.35,0.168,0,silt loam,7.01,0.504,2.23,0.527,0.609,0.779,0,0.12,0.771,0,0,0,5,8,23.6,4,27,10,20334.75,0.868,0,0,20157.62,0,0.077,0,0,0,0,0,0,0,0,0.285,0.248,0.196,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001600,2024-25,2025-03,MN,Polk,Northern Crescent,R02,MN FSA State Office,Polk County FSA Office,45.8813,-93.6406,individual,294.8,soybeans,,163.3,0,0,0,0,43.92,bu/acre,46.22,0.375,0,0.57,31.8,15.6,66.7,6,0.415,0.486,1,sandy clay,6.89,0.479,4.45,0.471,0.754,0.561,0,0.0,0.615,0,0,0,2,6,19.5,1,21,8,7494.85,0.763,0,0,6436.73,11,0.147,1,0,0,0,0,0,0,1,0.347,0.206,0.219,medium,low,low,routine_monitoring,targeted_input_topup,1,Main drivers: low input access.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US001601,2024-25,2025-03,NY,Genesee,Northern Crescent,R02,NY FSA State Office,Genesee County FSA Office,43.1368,-75.2235,individual,119.5,dairy_feed,,105.3,0,1,1,0,143.56,bu/acre,146.57,0.53,1,0.56,34.1,-3.0,59.1,14,0.171,0.05,0,organic,5.45,0.575,4.79,0.338,0.748,0.637,0,0.03,0.682,0,0,0,4,5,31.6,4,59,8,5465.06,0.819,0,0,2298.61,8,0.111,0,0,0,0,0,0,0,0,0.336,0.251,0.274,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001602,2024-25,2025-02,DE,New Castle,Northern Crescent,R02,DE FSA State Office,New Castle County FSA Office,38.6432,-75.0554,individual,232.8,dairy_feed,,152.0,0,0,0,0,159.71,bu/acre,172.75,0.283,0,0.5,48.0,10.1,66.8,12,0.295,0.218,0,clay,6.02,0.615,4.28,0.559,0.725,0.583,0,0.08,0.581,0,0,1,9,3,64.1,2,12,12,7023.57,0.696,0,0,3501.22,14,0.188,1,1,0,1,0,1,0,4,0.541,0.421,0.328,medium,medium,low,routine_monitoring,pest_control_visit,0,Main drivers: delayed planting; crop health stress; low input access; logistics stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US001603,2024-25,2024-11,NY,Jefferson,Northern Crescent,R02,NY FSA State Office,Jefferson County FSA Office,42.3387,-76.2901,individual,106.0,corn,dairy_feed,52.8,0,1,0,0,153.37,bu/acre,158.93,0.413,0,0.6,26.8,3.2,58.6,14,0.292,0.065,0,sandy clay,6.71,0.478,4.28,0.762,0.398,0.731,0,0.06,0.733,1,0,0,0,7,40.8,0,64,9,5099.11,0.731,0,0,2795.12,12,0.165,0,0,0,1,0,0,1,2,0.398,0.376,0.448,medium,medium,medium,active_monitoring,extension_officer_dispatch,0,Main drivers: crop health stress; limited support coverage.,"Farmer risk is elevated and support coverage appears limited, so extension dispatch is recommended."
US001604,2024-25,2024-10,DE,New Castle,Northern Crescent,R02,DE FSA State Office,New Castle County FSA Office,39.5842,-75.0049,individual,142.8,corn,,120.1,0,1,1,1,160.56,bu/acre,163.32,0.198,0,0.35,27.2,-0.6,62.9,15,0.141,0.179,0,sandy clay,6.71,0.724,1.7,0.104,0.837,0.52,0,-0.16,0.623,0,0,0,4,2,13.9,1,102,10,8474.33,0.585,0,0,3476.4,31,0.273,0,0,0,1,1,0,0,2,0.36,0.425,0.319,medium,medium,low,routine_monitoring,monitor_only,0,Main drivers: crop health stress; repayment stress.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001605,2024-25,2025-01,NY,Monroe,Northern Crescent,R02,NY FSA State Office,Monroe County FSA Office,43.0982,-75.5375,family_farm,97.7,corn,,56.5,0,0,0,0,152.84,bu/acre,161.88,0.359,0,0.45,29.3,-8.4,63.6,14,0.465,0.097,0,clay,5.92,0.735,3.66,0.268,0.809,0.787,0,0.33,0.811,0,0,0,4,8,18.9,2,57,11,4007.86,0.812,0,0,2737.65,6,0.112,0,1,0,0,0,0,0,1,0.388,0.278,0.249,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: delayed planting.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001606,2024-25,2025-01,ME,Kennebec,Northern Crescent,R02,ME FSA State Office,Kennebec County FSA Office,45.5975,-69.5106,individual,90.9,soybeans,wheat,46.0,0,0,0,0,44.17,bu/acre,45.03,0.289,0,0.48,40.2,11.2,66.0,4,0.159,0.198,0,organic,6.2,0.482,3.74,0.417,0.704,0.727,0,0.1,0.731,0,0,0,3,5,27.1,0,41,0,4802.39,0.994,0,0,2843.12,0,0.004,0,0,0,0,0,0,0,0,0.278,0.266,0.166,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001607,2024-25,2025-03,PA,York,Northern Crescent,R02,PA FSA State Office,York County FSA Office,40.9924,-76.9746,family_farm,119.4,corn,soybeans,83.6,0,0,0,0,155.09,bu/acre,159.47,0.358,0,0.59,40.0,22.5,64.1,0,0.229,0.224,0,sandy clay,7.02,0.361,1.26,0.541,0.655,0.773,0,0.1,0.745,0,0,0,4,0,35.1,0,16,7,4850.02,0.829,0,0,1934.72,15,0.116,0,0,0,0,0,0,0,0,0.33,0.216,0.196,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US001608,2024-25,2025-03,MD,Wicomico,Northern Crescent,R02,MD FSA State Office,Wicomico County FSA Office,38.5168,-78.5143,individual,42.3,wheat,,41.1,1,1,0,0,45.75,bu/acre,47.1,0.399,0,0.35,37.5,-9.6,60.0,0,0.322,0.133,0,silt loam,6.9,0.6,2.87,0.069,0.671,0.691,0,0.13,0.654,1,0,1,4,3,26.8,2,55,7,2000.0,0.757,0,0,2016.58,43,0.195,0,0,0,1,1,0,0,2,0.364,0.313,0.322,medium,low,low,routine_monitoring,pest_control_visit,0,Main drivers: crop health stress; repayment stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US001609,2024-25,2025-03,MI,Saginaw,Northern Crescent,R02,MI FSA State Office,Saginaw County FSA Office,44.0131,-85.7589,family_farm,170.3,wheat,,84.7,0,1,0,0,43.23,bu/acre,47.9,0.307,1,0.38,25.5,-25.8,63.3,17,0.813,0.184,0,clay,8.06,0.473,5.45,0.508,0.602,0.525,0,-0.16,0.588,1,0,0,0,12,12.3,2,3,14,8766.66,0.682,0,0,5635.93,9,0.189,1,1,1,1,0,1,0,5,0.723,0.269,0.437,high,low,medium,active_monitoring,planting_support,1,Main drivers: drought stress; delayed planting; crop health stress; low input access; logistics stress.,Combined drought pressure and delayed planting suggest direct planting support is the most useful intervention.
US001610,2024-25,2025-02,MI,Ottawa,Northern Crescent,R02,MI FSA State Office,Ottawa County FSA Office,44.3906,-83.5209,corporation,159.4,vegetables,,84.4,0,0,0,0,222.84,cwt/acre,246.03,0.237,0,0.53,21.6,-16.0,53.7,9,0.369,0.325,0,sandy loam,7.23,0.528,3.1,0.368,0.645,0.448,0,-0.19,0.463,0,1,0,3,6,36.0,0,64,3,17844.86,0.903,0,0,13058.1,0,0.056,0,0,1,1,0,0,1,3,0.347,0.306,0.339,medium,low,low,routine_monitoring,drought_advisory,0,Main drivers: drought stress; crop health stress; limited support coverage.,"Moisture and rainfall indicators point to drought stress, so advisory support is appropriate."
US001611,2024-25,2025-02,PA,Lancaster,Northern Crescent,R02,PA FSA State Office,Lancaster County FSA Office,41.8894,-77.4102,individual,308.3,dairy_feed,corn,234.8,1,0,0,0,158.92,bu/acre,157.68,0.372,0,0.72,36.5,-5.4,65.6,8,0.351,0.07,0,sandy loam,6.69,0.356,3.54,0.511,0.847,0.656,0,0.05,0.662,0,0,0,9,7,5.8,1,24,7,15941.07,0.757,0,0,10070.63,22,0.167,1,0,0,0,0,1,0,2,0.291,0.419,0.259,low,medium,low,routine_monitoring,targeted_input_topup,1,Main drivers: low input access; logistics stress.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US001612,2024-25,2024-11,PA,Centre,Northern Crescent,R02,PA FSA State Office,Centre County FSA Office,41.821,-77.6221,family_farm,537.6,hay,,320.1,0,1,0,0,3.17,tons/acre,3.23,0.154,1,0.45,31.7,1.3,62.1,16,0.165,0.375,0,silt loam,5.95,0.58,1.29,0.112,0.768,0.58,0,-0.07,0.643,0,0,0,1,4,38.3,2,36,4,22685.8,0.92,0,0,20998.41,16,0.071,0,0,0,0,0,0,0,0,0.314,0.265,0.181,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
